ID,Name,Description
txcd_37071103,"Software Maintenance Agreement - Mandatory, Prewritten, Tangible Delivery","A charge, apart from the charge for the software, for an agreement that is required to be purchased in order to obtain the software.  The agreement entitles the software user to obtain periodic canned software updates, upgrades, and error corrections in tangible form.  The agreement may or may not also include non-separately stated support sevices, such as consulation or phone support."
txcd_37071104,"Software Maintenance Agreement - Mandatory, Custom, Electronic Delivery","A charge, apart from the charge for the software, for an agreement that is required to be purchased in order to obtain the software.  The agreement entitles the software user to obtain periodic custom software updates, upgrades, and error corrections in electronic form.  The agreement may or may not also include non-separately stated support sevices, such as consulation or phone support."
txcd_37071106,"Software Maintenance Agreement - Mandatory, Custom, Tangible Delivery","A charge, apart from the charge for the software, for an agreement that is required to be purchased in order to obtain the software.  The agreement entitles the software user to obtain periodic custom software updates, upgrades, and error corrections in tangible form.  The agreement may or may not also include non-separately stated support sevices, such as consulation or phone support."
txcd_40010000,Cereal Grains,"Grain, as an important staple food, is the harvested seed of grasses such as wheat, oats, rice, corn, orghum, millet, rye, and barley."
txcd_40010001,Pasta,"A dough of flour, eggs, and water made in different shapes and dried or used fresh."
txcd_40010002,Rice,The starchy grain of ceral grass used as a staple food.
txcd_40020002,Edible Oils,"Cooking oils such as olive oil, vegetable oil, corn oil, etc."
txcd_40020004,Sugar and Sugar Substitutes,"A sweet substance especially from the plants sugar cane and sugar beet, used to make food and drinks sweet.  This category also supports artifical sugars such as saccharine, aspartame, sucralose, etc."
txcd_40020005,Flour,"Flour is a white or brown powder that is made by grinding grain, used chielfy in baking."
txcd_40020006,Herbs,"A type of plant whose leaves are used in cooking to give flavor to particular dishes, such as basil, oregano, and cilantro, etc."
txcd_40020007,Seasonings,"Seasonings such as salt, pepper, paprika, chili powder, etc."
txcd_40020008,Food Coloring,"Any edible dye, pigment, or substance that imparts color when it is added to food or drink."
txcd_40040000,Food for Non-Immediate Consumption,Food and beverage products sold at retail grocery-type establishments that are intended for consumption off the premises of the vendor.
txcd_40040003,Cocoa Mix,"A dark brown powder made from cocoa beans, used to add a chocolate flavor to beverages, as in hot chocolate."
txcd_40040004,Baby Food,Foods and formulas meant for feeding babies and infants.
txcd_40040009,Baking Cocoa,"A dark brown powder made from cocoa beans, used to make chocolate and add a chocolate flavor to the baking process."
txcd_40040010,Ice Cubes,Ice for human consumption.
txcd_40040013,Meat and Meat Products,The flesh (muscle tissue) of an animal consumed as food.
txcd_40040016,Nuts and Seeds,"Nuts and seeds in unroasted, unsalted, unflavored form."
txcd_40040017,"Nuts and Seeds, Processed","Nuts and seeds that have been salted, spiced, smoked, or roasted."
txcd_40040019,Vegetables,Vegetables are parts of plants that are consumed as food.
txcd_40040020,Cracker Bread,"Cracker bread is a thin and crispy flat bread that is often used as an accompaniment to meals in many different cultures, most notably Turkish, Indian, and Mediterranean cuisine."
txcd_40040021,Plain Breads,"Plain Breads include items ordinary loaves, such as sourdough, multigrain, and rye loaves."
txcd_40040022,Speciality Breads,"Specialty Breads are artisan breads, including cheese bread, olive loaves, date and walnut bread, etc."
txcd_40050003,Food/TPP Bundle - with Food between 50% and 75%,"Food bundle or basket containing food staples combined with tangible personal property, with the food comprising between 50% and 75% of the overall value of the bundle."
txcd_40050004,Food/TPP Bundle with Food 50% to 90%,"Food bundle or basket containing food staples combined with tangible personal property, with the food comprising between 50% and 90% of the overall value of the bundle."
txcd_40050005,Food/TPP Bundle with Food 90% or more,"Food bundle or basket containing food staples combined with tangible personal property, with the food comprising 90% or more of the overall value of the bundle."
txcd_40050006,Food/TPP Bundle with Food less than 50%,"Food bundle or basket containing food staples combined with tangible personal property, with the food comprising less than 50% of the overall value of the bundle."
txcd_40050007,Food/TPP Bundle - with Food 90% or more - Food is all Candy,"Food bundle or basket containing food staples combined with tangible personal property, with the food comprising 90% or more of the overall value of the bundle, where all food consists of candy (not containing flour)."
txcd_40050008,Food/TPP Bundle - with Food between 50% and 75% - Food is all Candy,"Food bundle or basket containing food staples combined with tangible personal property, with the food comprising between 50% and 75% of the overall value of the bundle, where all food consists of candy (not containing flour)."
txcd_40050009,Food/TPP Bundle - with Food between 76% and 89%,"Food bundle or basket containing food staples combined with tangible personal property, with the food comprising between 76% and 89% of the overall value of the bundle."
txcd_40050010,Food/TPP Bundle - with Food between 76% and 89% - Food is all Candy,"Food bundle or basket containing food staples combined with tangible personal property, with the food comprising between 76% and 89% of the overall value of the bundle, where all food consists of candy (not containing flour)."
txcd_40051001,Food/Candy Bundle - with Candy 10% or less,"Food bundle or basket containing food staples combined with candy, with the candy comprising 10% or less of the overall value of the bundle (food comprises 90% or more).  Note that any candy containing flour should be considered as food (and not candy) when determining bundle percentages."
txcd_40051002,Food/Candy Bundle - with Candy 11% to 24%,"Food bundle or basket containing food staples combined with candy, with the candy comprising between 11% and 24% of the overall value of the bundle (food comprises 76% to 89%).  Note that any candy containing flour should be considered as food (and not candy) when determining bundle percentages."
txcd_40051003,Food/Candy Bundle - with Candy 25% to 49%,"Food bundle or basket containing food staples combined with candy, with the candy comprising between 25% and 49% of the overall value of the bundle (food comprises 51 to 75%).  Note that any candy containing flour should be considered as food (and not candy) when determining bundle percentages."
txcd_40051004,Food/Candy Bundle - with Candy 50% or more,"Food bundle or basket containing food staples combined with candy, with the candy comprising 50% or more of the overall value of the bundle (food comprises 50% or less). Note that any candy containing flour should be considered as food (and not candy) when determining bundle percentages."
txcd_40060003,Food for Immediate Consumption,"Food and beverage products in a form suited for consumption on the premises of the vendor, described as prepared foods, ready-to-eat foods, or meals.  Always utilize this PTC for heated foods, heated beverages, dispensed beverages, and foods sold with eating utensils."
txcd_40070001,"Granola Bars, Cereal Bars, Energy Bars, Protein Bars Containing Flour","Granola Bars, Cereal Bars, Energy Bars, Protein Bars containing flour."
txcd_40070002,"Granola Bars, Cereal Bars, Energy Bars, Protein Bars Containing No Flour","Granola Bars, Cereal Bars, Energy Bars, Protein Bars containing no flour."
txcd_40070005,Snack Foods,"Snack foods including chips, crisps, puffs, curls or sticks, popped corn, brittle pretzels, salted nuts and salted seeds, granola products and snack mixes. This category does not include items such as crackers, cookies, snack cakes or breakfast cereal."
txcd_40070006,Biscuits/Cookies - Plain,"A biscuit is a typically hard, small baked product that would be called a ""cookie"" In the US."
txcd_40070007,Biscuits/Cookies - Chocolate Coated,"A biscuit is a typically hard, small baked product that would be called a ""cookie"" In the US.  This cookie is covered or coated in chocolate."
txcd_40090001,Dietary Supplements,"Tablet, capsule, powder, softgel, gelcap, or liquid intended that contain a vitamin, mineral, herb, other botanical, or amino acid and is labeled as a dietary supplement identifiable by the ""supplement facts"" box found on the label."
txcd_40090002,Protein Powder,"Nutritional supplement in powder form, dairy based or plant based, focused on increasing ones intake of protein for various benefits."
txcd_40090005,Infant Formula,A food which intended to be or is represented for special dietary use solely as a food for infants by reason of its simulation of human milk or its suitability as a complete or partial substitute for human milk.
txcd_40090008,Nutritional Supplements,"Products in various forms that are intended for ingestion and represented as a conventional food and labeled as a nutritional supplement and identifiable by the ""Nutrition Facts"" box found on the label."
txcd_40100001,Candy,"A preparation of natural or artificial sweeteners in combination with chocolate, fruits, nuts, or other ingredients or flavorings in the form of bars, drops, or pieces."
txcd_40100002,Candy (Contains Flour),"A preparation of natural or artificial sweeteners in combination with chocolate, fruits, nuts, or other ingredients or flavorings in the form of bars, drops, or pieces and that contains flour as an ingredient."
txcd_40100003,"Ice Cream, Packaged - One Pint or Greater","Ice cream, frozen yogurt, or similar, packaged in a container that is one pint or larger. The default behavior of this category assumes off-premises consumption."
txcd_40100004,"Ice Cream, Packaged - Less Than One Pint Container","Ice cream, frozen yogurt, or similar, packaged in a container that is less than one pint. The default behavior of this category assumes off-premises consumption."
txcd_40100010,Chewing Gum,"A soft, cohesive substance designed to be chewed without being swallowed."
txcd_40100011,Breath Mints,A mint -flavored candy intended to freshen the breath.
txcd_40400005,Dried Fruit - Unsweetened,"Dried fruit is fruit from which the majority of the original water content has been removed either naturally, through sun drying, or through the use of specialized dryers or dehydrators.  Common dried fruits are dried fruits sold are raisins, dates, prunes, and figs."
txcd_41020001,Alcoholic Beverages - Beer/Malt Beverage,"Beer is an alcoholic drink that is flavored with hops and consists of yeast-fermented malt. Malt beverage is a type of alcoholic drink in which the grain, or seed, of the barley plant is the main ingredient.  This code represents packaged beverages for non-immediate consumption."
txcd_41020002,Alcoholic Beverages - Spirits,"Alcoholic beverages created in a distillation process, and are known by the common names of vodka, gin, whiskey, rum, tequila, brandy, etc.  This code represents packaged beverages for non-immediate consumption."
txcd_41020003,Alcoholic Beverages - Wine,An alcoholic beverage created through fermentation of grapes of various varieties.  This code represents packaged beverages for non-immediate consumption.
txcd_41030001,Bottled Water,"Regular, unsweetened, non carbonated water sold in containers.  Includes waters containing only natural flavors or essences.  Does not include distilled water."
txcd_41030002,Bottled Water - Carbonated Artificially,"Bottled Water for human consumption, unsweetened, carbonated artifically.  Includes carbonated waters containing only natural flavors or essences."
txcd_41030003,Bottled Water - Carbonated Naturally,"Bottled Water for human consumption, unsweetened, carbonated naturally. Includes carbonated waters containing only natural flavors or essences."
txcd_41040002,Carbonated Soft Drinks - 0% Fruit or Vegetable juice,"Carbonated non-alcoholic beverages that contain natural or artificial sweeteners, and zero natural fruit or vegetable juice, not including carbonated water. Includes energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
txcd_41040003,Bottled Tea - Non-Carbonated - Sweetened,Ready to drink non-carbonated beverage containing tea with natural or artificial sweeteners.
txcd_41040004,Bottled water - Sweetened,"Bottled water for human consumption, containing natural or artificial sweeteners, non-carbonated.  Waters containing zero calorie natural flavoring should be associated with the 'Bottled Water' PTC."
txcd_41040005,Bottled water - Carbonated - Sweetened,"Bottled water for human consumption, containing natural or artificial sweeteners, carbonated.  Carbonated waters containing zero calorie natural flavoring should be associated with either the the 'Bottled Water - Carbonated Artificially' PTC or the 'Bottled Water - Carbonated Naturally' PTC."
txcd_41040008,Non-Carbonated Soft Drinks - 0% Fruit or Vegetable juice,"Non-carbonated, non-alcoholic beverages that contain sweeteners, and zero natural fruit or vegetable juice, such as sweetened cocktail mixes that can be combined with alcohol, but doesn't include flavored water."
txcd_41040009,Soft Drinks - Carbonated - 1 -9% Vegetable juice,"Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 1 - 9% natural vegetable juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
txcd_41040010,Soft Drinks - Carbonated - 1-9% Fruit juice,"Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 1 - 9% natural fruit juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
txcd_41040011,Soft Drinks - Carbonated - 10-24% Fruit juice,"Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 10 - 24% natural fruit juice.  This does not include flavored carbonated water.  This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
txcd_41040012,Soft Drinks - Carbonated - 10-24% Vegetable juice,"Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 10 - 24% natural vegetable juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
txcd_41040013,Soft Drinks - Carbonated - 100% Fruit or Vegetable juice,"Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 100% natural fruit or vegetable juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
txcd_41040014,Soft Drinks - Carbonated - 25-50% Fruit juice,"Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 25 - 50% natural fruit juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
txcd_41040015,Soft Drinks - Carbonated - 25-50% Vegetable juice,"Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 25 - 50% natural vegetable juice. This does not flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
txcd_41040016,Soft Drinks - Carbonated - 51-69% Fruit juice,"Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 51 - 69% natural fruit juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
txcd_41040017,Soft Drinks - Carbonated - 51-69% Vegetable juice,"Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 51 - 69% natural vegetable juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
txcd_41040018,Soft Drinks - Carbonated - 70-99% Fruit juice,"Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 70 - 99% natural fruit juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
txcd_41040019,Soft Drinks - Carbonated - 70-99% Vegetable juice,"Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 70 - 99% natural vegetable juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
txcd_41040020,Soft Drinks - Non-Carbonated - 1 -9% Vegetable juice,"Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 1 - 9% natural vegetable juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
txcd_41040021,Soft Drinks - Non-Carbonated - 1-9% Fruit juice,"Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 1 - 9% natural fruit juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
txcd_41040022,Soft Drinks - Non-Carbonated - 10-24% Fruit juice,"Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 10 - 24% natural fruit juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
txcd_41040023,Soft Drinks - Non-Carbonated - 10-24% Vegetable juice,"Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 10 - 24% natural vegetable juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
txcd_41040024,Soft Drinks - Non-Carbonated - 100% Fruit or Vegetable juice,"Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 100% natural fruit or vegetable juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
txcd_41040025,Soft Drinks - Non-Carbonated - 25-50% Fruit juice,"Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 25 - 50% natural fruit juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
txcd_41040026,Soft Drinks - Non-Carbonated - 25-50% Vegetable juice,"Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 25 - 50% natural vegetable juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
txcd_41040027,Soft Drinks - Non-Carbonated - 51-69% Fruit juice,"Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 51 - 69% natural fruit juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
txcd_41040028,Soft Drinks - Non-Carbonated - 51-69% Vegetable juice,"Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 51 - 69% natural vegetable juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
txcd_41040029,Soft Drinks - Non-Carbonated - 70-99% Fruit juice,"Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 70 - 99% natural fruit juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
txcd_41040030,Soft Drinks - Non-Carbonated - 70-99% Vegetable juice,"Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 70 - 99% natural vegetable juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
txcd_41050001,Bottled coffee - Containing Milk or Milk Substitute,Ready to drink coffee based beverage containing milk or milk substitute.
txcd_41050002,Bottled Coffee - No Milk - Sweetened,"Ready to drink coffee based beverage not containing milk, containing natural or artificial sweetener."
txcd_41050003,Bottled Coffee - No Milk - Unsweetened,Ready to drink coffee based beverage containing neither milk nor natural or artificial sweeteners.
txcd_41050004,Bottled Tea - Carbonated - Unsweetened,Ready to drink carbonated beverage containing tea and without any natural or artificial sweeteners.
txcd_41050005,Bottled Tea - Non-Carbonated - Unsweetened,Ready to drink non-carbonated beverage containing tea without natural or artificial sweeteners.
txcd_41050006,Coffee Beans or Ground Coffee,Coffee beans or ground coffee.
txcd_41050007,Bottled Tea - Carbonated - Sweetened,Ready to drink carbonated beverage containing tea with natural or artificial sweeteners.
txcd_41050008,Tea Leaves or Tea Bags,Tea leaves and tea bags.
txcd_41051001,Energy Beverages - Carbonated - with Supplement Facts Label,"Carbonated beverages marketed as energy drinks, carrying a Supplement Facts Label, that contain a blend of energy enhancing vitamins, minerals, herbals, stimulants, etc."
txcd_41051002,Energy Beverages - Non-Carbonated - with Supplement Facts Label,"Non-carbonated beverages marketed as energy drinks, carrying a Supplement Facts Label, that contain a blend of energy enhancing vitamins, minerals, herbals, stimulants, etc."
txcd_41052001,Food and Beverage - Non-Alcoholic Beer/ Wine,"Non-alcoholic beer is beer with little or no alcohol content. In the United States, beverages containing less than 0.5% alcohol by volume (ABV) fall under this term."
txcd_41053001,"Nutritional Supplement, Protein Drinks, Shakes - Contains Milk","Ready to drink beverages, containing milk, formulated and labeled for their nutritional value, such as increased caloric or protein intake."
txcd_41053002,"Nutritional Supplement, Protein Drink, Shakes - Contains No Milk","Ready to drink beverages, not containing milk, formulated and labeled for their nutritional value, such as increased caloric or protein intake and containing natural or artificial sweeteners."
txcd_41054001,Powdered Drink Mixes - To Be Mixed with Milk,Powdered mixes to be reconstituted into a drinkable beverage using milk or a milk substitute.
txcd_41054002,Powdered Drink Mixes - To Be Mixed with Water,Powdered mixes to be reconstituted into a drinkable beverage using water.
txcd_41060003,Milk Substitutes,"Milk type beverages from non-animal sources, such as soy, rice, almond, coconut, peanut, and hemp."
txcd_41060006,Milk Coffee Tea Cocoa Beverages,"Milk or milk substitutes, or drinks with bases of milk, coffee, unsweetened tea or cocoa."
txcd_50021001,Fitness Centers - Dues and Membership Fees,"Charges associated with recurring membership dues allowing access or use of health clubs and fitness clubs.  Outside of the United States, these charges are not applicable for services provided by non-profit sports organizations."
txcd_50021002,Fitness Centers - Initiation Fees,"Initiation fees are an upfront one-time charge occurring at the time a new member joins a health club or fitness center.  Outside of the United States, these charges are not applicable for services provided by non-profit sports organizations."
txcd_50021003,Fee for Personal Training/Fitness Classes,"Charges associated with the service of providing in-person personal fitness training or group excercise classes.  Outside of the United States, these charges are not applicable for services provided by non-profit sports organizations."
txcd_50021101,Fitness Centers - Single Use Access Fees,"Charges associated with one-time access for use of health clubs and fitness clubs.  Outside of the United States, these charges are not applicable for services provided by non-profit sports organizations."
txcd_50021103,Fee For Sport Instruction Classes,"Charges associated with the service of providing in-person instruction in an athletic pursuit, eg. golf, tennis, skiing, etc.  Outside of the United States, these charges are not applicable for services provided by non-profit sports organizations."
txcd_90000001,Cash Donation,"A monetary donation for a cause, in which the donee receives nothing in return."
txcd_90020001,Optional Gratuity,"Gratuity, otherwise known as a tip, is money that a customer leaves for an employee or employees that is in addition to and separate from the amount due for the goods or services rendered."
txcd_92010001,Shipping,A shipping charge for the delivery of physical goods in conjunction with the sale of these goods. This tax category is not appropriate for stand alone transportation charges that are not associated with the sale of the goods being delivered.
